dist,n,alg,time_mean,time_std,time_min,time_max,time_cv,cost_mean,cost_std,cost_min,cost_max
uniform,20,prim,8.955283333307306e-05,4.57885803924549e-06,8.492899996781489e-05,0.00010252999982185429,0.05113024199039447,1.092330817561031,0.22724372723964528,0.6969623158583373,1.7159034025521205
uniform,20,kruskal,7.146833330201237e-05,5.487923594745253e-06,6.628099981753621e-05,8.918999992602039e-05,0.0767881849371563,1.0923308175610307,0.22724372723964528,0.6969623158583373,1.715903402552121
uniform,40,prim,0.0003396171666584754,1.1028050490200472e-05,0.0003185549999216164,0.0003590639998947154,0.03247200546046149,1.1335857814255779,0.1793034091093381,0.7545530722589925,1.5670677501748773
uniform,40,kruskal,0.0003019227333273496,1.587104947592764e-05,0.000279162999959226,0.0003463519997239928,0.05256659311811404,1.1335857814255779,0.17930340910933806,0.7545530722589925,1.5670677501748767
uniform,60,prim,0.0008227666999421975,5.472637286956994e-05,0.00075695999976233,0.0009822749998420477,0.0665150556936914,1.2066167138938262,0.17633319806990627,0.83067282901549,1.5811647435915859
uniform,60,kruskal,0.000757512299969676,6.611692411072624e-05,0.0006978730002629163,0.0010240409997095412,0.08728165088985747,1.2066167138938262,0.17633319806990624,0.83067282901549,1.581164743591586
uniform,80,prim,0.0014711934000388282,0.0001694235754036881,0.0012629750003725349,0.0019119580001643044,0.11516064128565057,1.1915623075527002,0.15929287727237615,0.9325345885802928,1.602741683854921
uniform,80,kruskal,0.0018206046999997246,0.0003745093882913686,0.0013384750000113854,0.0026538319998508086,0.20570604277327487,1.1915623075527002,0.15929287727237612,0.9325345885802928,1.6027416838549207
uniform,100,prim,0.0021155432999724628,0.00023922216590047582,0.0018697720001910056,0.0025941860003513284,0.11307835954177335,1.1843062596296052,0.11401930796490674,0.9480487211095253,1.4456492823704539
uniform,100,kruskal,0.0026459767667044313,0.0007126140562314055,0.0019978650002485665,0.004302200999973138,0.2693198463412691,1.1843062596296052,0.11401930796490674,0.9480487211095253,1.445649282370454
uniform,120,prim,0.002808573999967242,0.0002548236709603841,0.002506252999864955,0.0038207719999263645,0.09073062378394027,1.176387627157561,0.10974239424859901,0.9453654740147795,1.4302626800631444
uniform,120,kruskal,0.0038913435666775814,0.0008570595808235263,0.0030486549999295676,0.0062545280002268555,0.22024772835858372,1.1763876271575606,0.10974239424859888,0.9453654740147795,1.430262680063144
uniform,140,prim,0.003907458899963482,0.0003274491236046003,0.0036642530003518914,0.004870375999871612,0.08380104103146434,1.185130666141351,0.11968603365086757,0.9462096865272477,1.4083784617411617
uniform,140,kruskal,0.006302130500019606,0.0015963680046136202,0.004501742999764247,0.009613497000373172,0.25330608507847524,1.185130666141351,0.1196860336508676,0.9462096865272477,1.408378461741162
uniform,160,prim,0.005201527633395623,0.0003975114643536348,0.004529611000180012,0.00649416000032943,0.07642206143469707,1.2154529487346972,0.11096512679683508,0.9151953387705977,1.441869539755705
uniform,160,kruskal,0.008579407533337266,0.0018853004895787524,0.006298739000158093,0.01321384399989256,0.2197471657865631,1.2154529487346972,0.11096512679683504,0.9151953387705977,1.441869539755705
uniform,180,prim,0.006516155833363276,0.00047352452220156044,0.00592577599991273,0.008593226999892067,0.07266930600049101,1.2210522996161957,0.09541063456512838,0.951821589826567,1.372803429871572
uniform,180,kruskal,0.009361416166636142,0.00166644065652433,0.007897728999978426,0.01378558000033081,0.17801159855102733,1.2210522996161957,0.09541063456512841,0.951821589826567,1.372803429871572
uniform,200,prim,0.007921405500049635,0.00010293643104312812,0.0077156470001682464,0.00823562999994465,0.012994718051295711,1.2099295781719275,0.07547977164790243,1.0392992024922694,1.3288119934756848
uniform,200,kruskal,0.010735718266641926,0.0007905914578033704,0.009836644999722921,0.013438110000151937,0.07364122624751619,1.2099295781719275,0.07547977164790244,1.0392992024922694,1.328811993475686
gamma,20,prim,9.042583334727776e-05,3.3741276758536543e-06,8.72340001478733e-05,9.966600009647664e-05,0.03731375814802188,6.981360243996629,1.075635256758084,4.869710787969671,9.388802539041874
gamma,20,kruskal,7.441336665579002e-05,5.709876758275225e-06,6.81659998917894e-05,9.156499982054811e-05,0.0767318697551624,6.981360243996629,1.075635256758084,4.86971078796967,9.388802539041874
gamma,40,prim,0.000329182633322489,6.657748745471446e-06,0.0003184850002071471,0.0003427209999244951,0.020225091093882454,9.701338316239193,1.0223606882750906,7.439891935169811,12.163654818364284
gamma,40,kruskal,0.0002980628333261848,1.0950645006792707e-05,0.0002818879997903423,0.00032805399996505,0.03673938439285008,9.701338316239193,1.0223606882750906,7.439891935169812,12.163654818364284
gamma,60,prim,0.000721547633368876,2.4076425038444532e-05,0.0006963370001358271,0.0007962119998410344,0.0333677555368489,11.863955228454449,0.9413955634368149,9.83594457564188,13.258420083731949
gamma,60,kruskal,0.0007005459333565037,2.1619451192669287e-05,0.0006781070001125045,0.0007986569999047788,0.030860861741191885,11.86395522845445,0.941395563436815,9.83594457564188,13.258420083731952
gamma,80,prim,0.001338423666675226,4.1058800075304475e-05,0.00122162700017725,0.0013815679999424901,0.030676983004416316,13.567787953876847,0.9011889197861008,11.709356170392697,15.385957885467342
gamma,80,kruskal,0.0014348562333149554,7.996855082181892e-05,0.0013475539999490138,0.0017953189999388997,0.0557327967534888,13.567787953876849,0.9011889197861008,11.709356170392695,15.385957885467334
gamma,100,prim,0.0021110851000230467,0.00012780444770554175,0.0020396999998411047,0.0026471959999980754,0.060539694825256694,15.2255954253068,0.7467223761522378,14.029129160083036,16.81547836149999
gamma,100,kruskal,0.0022744994332848972,0.00013997107185564404,0.0021547329997702036,0.002809372999763582,0.06153928631826204,15.2255954253068,0.7467223761522391,14.029129160083032,16.8154783615
gamma,120,prim,0.0029641543666760603,8.79235039047582e-05,0.0026949690000037663,0.0032262660001833865,0.029662255411938534,16.489072366332763,0.7267852640218969,14.997673893366231,18.748670827395166
gamma,120,kruskal,0.0034473016666652255,0.0002740880103825046,0.003203358000064327,0.0044075240002712235,0.07950798534195176,16.489072366332763,0.7267852640218968,14.997673893366231,18.748670827395163
gamma,140,prim,0.003970082700031223,0.00010457595475703936,0.0036296809998930257,0.004120259000046644,0.026341001600852527,17.706022403598148,0.699441224366601,16.21126718271865,19.685220415068578
gamma,140,kruskal,0.004805654000044039,0.00012195495655950472,0.004639543999928719,0.005241662000116776,0.02537739016549821,17.706022403598148,0.6994412243665995,16.211267182718654,19.68522041506857
gamma,160,prim,0.00530203196670603,0.00013460062262439753,0.0050923369999509305,0.005805506000342575,0.02538661092004322,18.783110709724735,0.8899212553580284,17.32350997284783,21.211870677515606
gamma,160,kruskal,0.006726914566661435,0.0005424827324784806,0.006221980999725929,0.00910629500003779,0.08064361857173319,18.783110709724735,0.8899212553580297,17.323509972847823,21.211870677515606
gamma,180,prim,0.006770713166649026,0.00038934090777374827,0.006046814000001177,0.007945711000047595,0.057503677705851124,20.09229146288069,1.029957220020835,18.113503338149822,22.21690164596934
gamma,180,kruskal,0.009218351500036685,0.000685002420391689,0.008342071000242868,0.011176797000189254,0.07430855944134512,20.09229146288069,1.0299572200208367,18.11350333814983,22.216901645969344
gamma,200,prim,0.00834631760000472,0.0005869445118838905,0.007413086999804364,0.009923950000029436,0.07032376911747985,20.831999450809928,0.9087506006148005,18.82590714701839,22.31389483101023
gamma,200,kruskal,0.014087353566659052,0.0021891276838812454,0.009602322000318964,0.017583372999979474,0.15539665938834085,20.831999450809928,0.9087506006148001,18.82590714701839,22.313894831010224
